,Unnamed: 0,Nummer,Lid,Opsomming niveau 1,Opsomming niveau 2,Opsomming niveau 3,Zin,Brontekst,Versie,jci 1.3,tags,verbs
103,103,Hoofdstuk2,Paragraaf3,Artikel2.14,Lid4,,,"Een in een jaar aangegane of ontstane financile verplichting die na de jaarafsluiting van de financile administratie blijkt, wordt geboekt op het overeenkomstige begrotingsartikel in het dan lopende begrotingsjaar.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.14&lid=4&z=2020-01-01&g=2020-01-01,"[['PP', ('in', 'IN')], ['ADJP', ('jaar', 'JJ')], ['VP', ('aangegane', 'VBN')], ['VP', ('ontstane', 'VBN')], ['NP', ('financile', 'JJ'), ('verplichting', 'NN'), ('die', 'PRP')], ['PP', ('na', 'IN')], ['NP', ('de', 'DT'), ('jaarafsluiting', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('financile', 'JJ'), ('administratie', 'NN')], ['VP', ('blijkt', 'VBZ')], ['VP', ('wordt', 'MD'), ('geboekt', 'VBN')], ['PP', ('op', 'IN')], ['NP', ('het', 'DT'), ('overeenkomstige', 'JJ'), ('begrotingsartikel', 'NN')], ['PP', ('in', 'IN')], ['NP', ('het', 'PRP')], ['VP', ('dan', 'RB'), ('lopende', 'VBG')], ['NP', ('begrotingsjaar', 'NN')]]","{'aangeganeen': 'aangegane', 'ontstaneen': 'ontstane', 'blijken': 'blijkt', 'boeken': 'geboekt', 'lopennen': 'lopende'}"
104,104,Hoofdstuk2,Paragraaf3,Artikel2.15,Lid1,,,"Tot een kasuitgave, respectievelijk een kasontvangst, wordt gerekend:",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.15&lid=1&z=2020-01-01&g=2020-01-01,"[['PP', ('Tot', 'IN')], ['ADJP', ('kasuitgave', 'JJ'), (',', ','), ('respectievelijk', 'JJ')], ['NP', ('een', 'DT'), ('kasontvangst', 'NN')], ['VP', ('wordt', 'MD'), ('gerekend', 'VBN')]]",{'rekenen': 'gerekend'}
105,105,Hoofdstuk2,Paragraaf3,Artikel2.15,Lid1,Onderdeela,,"een betaling met liquide middelen, respectievelijk een ontvangst van liquide middelen;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.15&lid=1&o=a&z=2020-01-01&g=2020-01-01,"[['NP', ('een', 'DT'), ('betaling', 'NN')], ['PP', ('met', 'IN')], ['NP', ('liquide', 'JJ'), ('middelen', 'NNS')], ['ADJP', ('respectievelijk', 'JJ')], ['NP', ('een', 'DT'), ('ontvangst', 'NN')], ['PP', ('van', 'IN')], ['NP', ('liquide', 'JJ'), ('middelen', 'NNS')]]",{}
106,106,Hoofdstuk2,Paragraaf3,Artikel2.15,Lid1,Onderdeelb,,"de financile waarde die wordt afgestaan, respectievelijk wordt ontvangen, bij een transactie waarbij de onderlinge schulden en vorderingen met elkaar worden verrekend;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.15&lid=1&o=b&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('financile', 'JJ'), ('waarde', 'NN'), ('die', 'PRP')], ['VP', ('wordt', 'MD'), ('afgestaan', 'VBN')], ['ADJP', ('respectievelijk', 'JJ')], ['VP', ('wordt', 'MD'), ('ontvangen', 'VBN')], ['PP', ('bij', 'IN')], ['NP', ('een', 'DT'), ('transactie', 'NN')], ['ADVP', ('waarbij', 'RB')], ['NP', ('de', 'DT'), ('onderlinge', 'JJ'), ('schulden', 'NNS')], ['NP', ('vorderingen', 'NNS')], ['PP', ('met', 'IN')], ['NP', ('elkaar', 'PRP')], ['VP', ('worden', 'MD'), ('verrekend', 'VBN')]]","{'afstaan': 'afgestaan', 'ontvangen': 'ontvangen', 'verrekken': 'verrekend'}"
107,107,Hoofdstuk2,Paragraaf3,Artikel2.15,Lid1,Onderdeelc,,"een toevoeging, respectievelijk een onttrekking, aan een kasreserve als bedoeld in , of aan een begrotingsreserve als bedoeld in .artikel 2.20, achtste lid",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.15&lid=1&o=c&z=2020-01-01&g=2020-01-01,"[['NP', ('een', 'DT'), ('toevoeging', 'NN')], ['ADJP', ('respectievelijk', 'JJ')], ['NP', ('een', 'DT'), ('onttrekking', 'NN')], ['PP', ('aan', 'IN')], ['ADJP', ('kasreserve', 'JJ')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['PP', ('aan', 'IN')], ['NP', ('een', 'DT'), ('begrotingsreserve', 'JJ'), ('als', 'PRP')], ['VP', ('bedoeld', 'VBN'), ('in', 'RP')], ['NP', ('artikel', 'NN')], ['NP', ('achtste', 'JJS'), ('lid', 'NN')]]",{'bedoelen': 'bedoeld'}
108,108,Hoofdstuk2,Paragraaf3,Artikel2.15,Lid2,,,"Bepalend voor het begrotingsjaar ten laste waarvan een kasuitgave, respectievelijk ten gunste waarvan een kasontvangst wordt gebracht, is:",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.15&lid=2&z=2020-01-01&g=2020-01-01,"[['VP', ('Bepalend', 'VBG')], ['PP', ('voor', 'IN')], ['NP', ('het', 'DT'), ('begrotingsjaar', 'NN')], ['PP', ('ten', 'IN')], ['NP', ('laste', 'NN')], ['ADVP', ('waarvan', 'RB')], ['ADJP', ('kasuitgave', 'JJ'), (',', ','), ('respectievelijk', 'JJ')], ['PP', ('ten', 'IN')], ['NP', ('gunste', 'NN')], ['ADVP', ('waarvan', 'RB')], ['NP', ('een', 'DT'), ('kasontvangst', 'NN')], ['VP', ('wordt', 'MD'), ('gebracht', 'VBN')], ['VP', ('is', 'MD')]]","{'bepalen': 'Bepalend', 'brengen': 'gebracht'}"
109,109,Hoofdstuk2,Paragraaf3,Artikel2.15,Lid2,Onderdeela,,"de datum waarop de betaling is verricht, respectievelijk de ontvangst is verkregen, voor een betaling met liquide middelen of een ontvangst van liquide middelen;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.15&lid=2&o=a&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('datum', 'NN')], ['ADVP', ('waarop', 'RB')], ['NP', ('de', 'DT'), ('betaling', 'NN')], ['VP', ('is', 'MD'), ('verricht', 'VBN')], ['ADJP', ('respectievelijk', 'JJ')], ['NP', ('de', 'DT'), ('ontvangst', 'NN')], ['VP', ('is', 'MD'), ('verkregen', 'VBN')], ['PP', ('voor', 'IN')], ['NP', ('een', 'DT'), ('betaling', 'NN')], ['PP', ('met', 'IN')], ['NP', ('liquide', 'JJ'), ('middelen', 'NNS')], ['NP', ('een', 'DT'), ('ontvangst', 'NN')], ['PP', ('van', 'IN')], ['NP', ('liquide', 'JJ'), ('middelen', 'NNS')]]","{'verrichten': 'verricht', 'verkrijgen': 'verkregen'}"
110,110,Hoofdstuk2,Paragraaf3,Artikel2.15,Lid2,Onderdeelb,,de datum waarop de transactie controleerbaar is vastgelegd voor een transactie waarbij de onderlinge schulden en vorderingen met elkaar worden verrekend;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.15&lid=2&o=b&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('datum', 'NN')], ['ADVP', ('waarop', 'RB')], ['NP', ('de', 'DT'), ('transactie', 'NN'), ('controleerbaar', 'NN')], ['VP', ('is', 'MD'), ('vastgelegd', 'VBN')], ['PP', ('voor', 'IN')], ['NP', ('een', 'DT'), ('transactie', 'NN')], ['ADVP', ('waarbij', 'RB')], ['NP', ('de', 'DT'), ('onderlinge', 'JJ'), ('schulden', 'NNS')], ['NP', ('vorderingen', 'NNS')], ['PP', ('met', 'IN')], ['NP', ('elkaar', 'PRP')], ['VP', ('worden', 'MD'), ('verrekend', 'VBN')]]","{'vastleggen': 'vastgelegd', 'verrekken': 'verrekend'}"
111,111,Hoofdstuk2,Paragraaf3,Artikel2.15,Lid2,Onderdeelc,,de datum waarop de toevoeging of de onttrekking in de boekhouding is vastgelegd voor een kasreserve en een begrotingsreserve.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.15&lid=2&o=c&z=2020-01-01&g=2020-01-01,"[['NP', ('de', 'DT'), ('datum', 'NN')], ['ADVP', ('waarop', 'RB')], ['NP', ('de', 'DT'), ('toevoeging', 'NN')], ['NP', ('de', 'DT'), ('onttrekking', 'NN')], ['PP', ('in', 'IN')], ['NP', ('de', 'DT'), ('boekhouding', 'NN')], ['VP', ('is', 'MD'), ('vastgelegd', 'VBN')], ['PP', ('voor', 'IN')], ['ADJP', ('kasreserve', 'JJ')], ['NP', ('een', 'DT'), ('begrotingsreserve', 'NN')]]",{'vastleggen': 'vastgelegd'}
112,112,Hoofdstuk2,Paragraaf3,Artikel2.16,Lid1,,,Elke uitgave van Onze Ministers of de colleges wordt binnen begrotingsverband geboekt onder de uitgaven.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.16&lid=1&z=2020-01-01&g=2020-01-01,"[['NP', ('Elke', 'PRP'), ('uitgave', 'NN')], ['PP', ('van', 'IN')], ['NP', ('Onze', 'PRP$'), ('Ministers', 'NNP'), ('of', 'CC'), ('de', 'DT'), ('colleges', 'NNS')], ['VP', ('wordt', 'MD')], ['ADVP', ('binnen', 'RB')], ['NP', ('begrotingsverband', 'NN')], ['VP', ('geboekt', 'VBN')], ['PP', ('onder', 'IN')], ['NP', ('de', 'DT'), ('uitgaven', 'NNS')]]",{'boeken': 'geboekt'}
113,113,Hoofdstuk2,Paragraaf3,Artikel2.16,Lid2,,,Elke ontvangst van Onze Ministers of de colleges wordt binnen begrotingsverband geboekt onder de ontvangsten.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.16&lid=2&z=2020-01-01&g=2020-01-01,"[['NP', ('Elke', 'PRP'), ('ontvangst', 'NN')], ['PP', ('van', 'IN')], ['NP', ('Onze', 'PRP$'), ('Ministers', 'NNP'), ('of', 'CC'), ('de', 'DT'), ('colleges', 'NNS')], ['VP', ('wordt', 'MD')], ['ADVP', ('binnen', 'RB')], ['NP', ('begrotingsverband', 'NN')], ['VP', ('geboekt', 'VBN')], ['PP', ('onder', 'IN')], ['NP', ('de', 'DT'), ('ontvangsten', 'NNS')]]",{'boeken': 'geboekt'}
114,114,Hoofdstuk2,Paragraaf3,Artikel2.17,Lid1,,,"In afwijking van  kunnen Onze Ministers of de colleges uitgaven en ontvangsten buiten begrotingsverband boeken, indien:artikel 2.16",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.17&lid=1&z=2020-01-01&g=2020-01-01,"[['PP', ('In', 'IN')], ['NP', ('afwijking', 'NN')], ['VP', ('kunnen', 'MD')], ['NP', ('Onze', 'PRP$'), ('Ministers', 'NNP'), ('of', 'CC'), ('de', 'DT'), ('colleges', 'NNS'), ('uitgaven', 'NNS')], ['NP', ('ontvangsten', 'NNS')], ['ADVP', ('buiten', 'RB')], ['NP', ('begrotingsverband', 'NN'), ('boeken', 'NNS')], ['NP', ('indien:artikel', 'NN')]]",{}
115,115,Hoofdstuk2,Paragraaf3,Artikel2.17,Lid1,Onderdeela,,"deze worden doorberekend ten laste van, respectievelijk ten gunste van, een andere begroting van het Rijk;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.17&lid=1&o=a&z=2020-01-01&g=2020-01-01,"[['NP', ('deze', 'PRP')], ['VP', ('worden', 'MD'), ('doorberekend', 'VBN')], ['PP', ('ten', 'IN')], ['NP', ('laste', 'NN')], ['ADJP', ('respectievelijk', 'JJ')], ['PP', ('ten', 'IN')], ['NP', ('gunste', 'NN')], ['NP', ('een', 'DT'), ('andere', 'PRP'), ('begroting', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('Rijk', 'NNP')]]",{'doorberekken': 'doorberekend'}
116,116,Hoofdstuk2,Paragraaf3,Artikel2.17,Lid1,Onderdeelb,,"deze worden doorberekend ten laste van, respectievelijk ten gunste van, een andere publiekrechtelijke rechtspersoon of een rechtspersoon met een wettelijke taak;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.17&lid=1&o=b&z=2020-01-01&g=2020-01-01,"[['NP', ('deze', 'PRP')], ['VP', ('worden', 'MD'), ('doorberekend', 'VBN')], ['PP', ('ten', 'IN')], ['NP', ('laste', 'NN')], ['ADJP', ('respectievelijk', 'JJ')], ['PP', ('ten', 'IN')], ['NP', ('gunste', 'NN')], ['NP', ('een', 'DT'), ('andere', 'PRP')], ['NP', ('publiekrechtelijke', 'JJ'), ('rechtspersoon', 'NN')], ['NP', ('een', 'DT'), ('rechtspersoon', 'NN')], ['PP', ('met', 'IN')], ['NP', ('een', 'DT'), ('wettelijke', 'JJ'), ('taak', 'NN')]]",{'doorberekken': 'doorberekend'}
117,117,Hoofdstuk2,Paragraaf3,Artikel2.17,Lid1,Onderdeelc,,"deze worden doorberekend ten laste van, respectievelijk ten gunste van, een derde, niet zijnde een andere staat of een volkenrechtelijke organisatie, en Onze Minister die het aangaat of het college uitsluitend is belast met de administratieve verwerking van de uitgaven of ontvangsten;",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.17&lid=1&o=c&z=2020-01-01&g=2020-01-01,"[['NP', ('deze', 'PRP')], ['VP', ('worden', 'MD'), ('doorberekend', 'VBN')], ['PP', ('ten', 'IN')], ['NP', ('laste', 'NN')], ['ADJP', ('respectievelijk', 'JJ')], ['PP', ('ten', 'IN')], ['NP', ('gunste', 'NN')], ['VP', ('zijnde', 'MD')], ['NP', ('een', 'DT'), ('andere', 'PRP')], ['VP', ('staat', 'VBZ')], ['NP', ('een', 'DT'), ('volkenrechtelijke', 'JJ'), ('organisatie', 'NN')], ['NP', ('Onze', 'PRP'), ('Minister', 'NNP'), ('die', 'PRP')], ['VP', ('aangaat', 'VBZ')], ['NP', ('het', 'PRP'), ('college', 'NN')], ['ADVP', ('uitsluitend', 'RB')], ['VP', ('is', 'MD')], ['ADJP', ('belast', 'JJ')], ['PP', ('met', 'IN')], ['NP', ('de', 'DT'), ('administratieve', 'JJ'), ('verwerking', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('uitgaven', 'NNS')], ['NP', ('ontvangsten', 'NNS')]]","{'doorberekken': 'doorberekend', 'staan': 'staat', 'aangaan': 'aangaat'}"
118,118,Hoofdstuk2,Paragraaf3,Artikel2.17,Lid1,Onderdeeld,,"deze worden doorberekend ten laste van, respectievelijk ten gunste van, een andere staat of een volkenrechtelijke organisatie en Onze Minister die het aangaat of het college uitsluitend afspraken uitvoert die voortvloeien uit een verdrag, een besluit van een volkenrechtelijke organisatie of een internationale afspraak die controleerbaar is vastgelegd.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.17&lid=1&o=d&z=2020-01-01&g=2020-01-01,"[['NP', ('deze', 'PRP')], ['VP', ('worden', 'MD'), ('doorberekend', 'VBN')], ['PP', ('ten', 'IN')], ['NP', ('laste', 'NN')], ['ADJP', ('respectievelijk', 'JJ')], ['PP', ('ten', 'IN')], ['NP', ('gunste', 'NN')], ['NP', ('een', 'DT'), ('andere', 'PRP')], ['VP', ('staat', 'VBZ')], ['NP', ('een', 'DT'), ('volkenrechtelijke', 'JJ'), ('organisatie', 'NN')], ['NP', ('Onze', 'PRP$'), ('Minister', 'NNP'), ('die', 'PRP')], ['VP', ('aangaat', 'VBZ')], ['NP', ('het', 'PRP'), ('college', 'NN')], ['ADVP', ('uitsluitend', 'RB')], ['NP', ('afspraken', 'NNS'), ('uitvoert', 'NN'), ('die', 'PRP')], ['VP', ('voortvloeien', 'VB')], ['PP', ('uit', 'IN')], ['NP', ('een', 'DT'), ('verdrag', 'NN')], ['NP', ('een', 'DT'), ('besluit', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('volkenrechtelijke', 'JJ'), ('organisatie', 'NN')], ['NP', ('een', 'DT'), ('internationale', 'JJ'), ('afspraak', 'NN'), ('die', 'PRP')], ['ADJP', ('controleerbaar', 'JJ')], ['VP', ('is', 'MD'), ('vastgelegd', 'VBN')]]","{'doorberekken': 'doorberekend', 'staan': 'staat', 'aangaan': 'aangaat', 'voortvloeien': 'voortvloeien', 'vastleggen': 'vastgelegd'}"
119,119,Hoofdstuk2,Paragraaf3,Artikel2.17,Lid2,,,"Onze Minister die het aangaat of het college dat met toepassing van het eerste lid uitgaven of ontvangsten buiten begrotingsverband boekt, boekt tevens de doorberekeningen die met die uitgaven of ontvangsten samenhangen, buiten begrotingsverband.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.17&lid=2&z=2020-01-01&g=2020-01-01,"[['NP', ('Onze', 'PRP$'), ('Minister', 'NNP'), ('die', 'PRP')], ['VP', ('aangaat', 'VBZ')], ['NP', ('het', 'PRP'), ('college', 'NN'), ('dat', 'PRP')], ['PP', ('met', 'IN')], ['NP', ('toepassing', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('eerste', 'CD'), ('lid', 'NN'), ('uitgaven', 'NNS')], ['NP', ('ontvangsten', 'NNS')], ['ADVP', ('buiten', 'RB')], ['NP', ('begrotingsverband', 'NN')], ['VP', ('boekt', 'VBZ')], ['VP', ('boekt', 'VBZ')], ['ADVP', ('tevens', 'RB')], ['NP', ('de', 'DT'), ('doorberekeningen', 'NNS'), ('die', 'PRP')], ['PP', ('met', 'IN')], ['NP', ('die', 'PRP'), ('uitgaven', 'NNS'), ('of', 'CC'), ('ontvangsten', 'NNS'), ('samenhangen', 'NNS')], ['NP', ('begrotingsverband', 'NN')]]","{'aangaan': 'aangaat', 'boeken': 'boekt'}"
120,120,Hoofdstuk2,Paragraaf3,Artikel2.17,Lid3,,,"Uitgaven en ontvangsten die buiten begrotingsverband zijn geboekt, worden alsnog binnen begrotingsverband geboekt in het jaar waarin wordt geconcludeerd dat een doorberekening niet plaatsvindt.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.17&lid=3&z=2020-01-01&g=2020-01-01,"[['NP', ('Uitgaven', 'NNS'), ('en', 'CC'), ('ontvangsten', 'NNS'), ('die', 'PRP')], ['ADVP', ('buiten', 'RB')], ['NP', ('begrotingsverband', 'NN'), ('zijn', 'PRP')], ['VP', ('geboekt', 'VBN')], ['VP', ('worden', 'MD')], ['ADVP', ('alsnog', 'RB')], ['ADVP', ('binnen', 'RB')], ['NP', ('begrotingsverband', 'NN')], ['VP', ('geboekt', 'VBN')], ['PP', ('in', 'IN')], ['NP', ('het', 'DT'), ('jaar', 'NN')], ['VP', ('waarin', 'RB'), ('wordt', 'MD'), ('geconcludeerd', 'VBN')], ['NP', ('een', 'DT'), ('doorberekening', 'NN')], ['VP', ('niet', 'RB'), ('plaatsvindt', 'VBZ')]]","{'boeken': 'geboekt', 'concluderen': 'geconcludeerd', 'plaatsvinden': 'plaatsvindt'}"
121,121,Hoofdstuk2,Paragraaf3,Artikel2.17,Lid4,,,"Financile waarden die aan de staat zijn toevertrouwd of die door de staat in beheer zijn genomen zonder dat deze aan de staat toebehoren, worden zolang deze niet aan de staat zijn vervallen, buiten begrotingsverband geboekt.",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.17&lid=4&z=2020-01-01&g=2020-01-01,"[['NP', ('Financile', 'NNP'), ('waarden', 'RB'), ('die', 'PRP')], ['PP', ('aan', 'IN')], ['VP', ('staat', 'VBZ')], ['NP', ('zijn', 'PRP')], ['VP', ('toevertrouwd', 'VBN')], ['NP', ('die', 'PRP')], ['PP', ('door', 'IN')], ['VP', ('staat', 'VBZ')], ['PP', ('in', 'IN')], ['NP', ('beheer', 'NN'), ('zijn', 'PRP')], ['VP', ('genomen', 'VBN'), ('zonder', 'RP')], ['NP', ('deze', 'PRP')], ['PP', ('aan', 'IN')], ['VP', ('staat', 'VBZ')], ['NP', ('toebehoren', 'NNS')], ['VP', ('worden', 'MD')], ['NP', ('deze', 'PRP')], ['ADVP', ('niet', 'RB')], ['PP', ('aan', 'IN')], ['VP', ('staat', 'VBZ')], ['NP', ('zijn', 'PRP$')], ['VP', ('vervallen', 'VB')], ['NP', ('begrotingsverband', 'NN')], ['VP', ('geboekt', 'VBN')]]","{'staan': 'staat', 'toevertrouwen': 'toevertrouwd', 'nemen': 'genomen', 'vervallen': 'vervallen', 'boeken': 'geboekt'}"
122,122,Hoofdstuk2,Paragraaf3,Artikel2.18,,,,In afwijking van  kunnen Onze Ministers of de colleges uitgaven en ontvangsten salderen ingeval van:artikel 2.16,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.18&z=2020-01-01&g=2020-01-01,"[['PP', ('In', 'IN')], ['NP', ('afwijking', 'NN')], ['VP', ('kunnen', 'MD')], ['NP', ('Onze', 'PRP$'), ('Ministers', 'NNP'), ('of', 'CC'), ('de', 'DT'), ('colleges', 'NNS'), ('uitgaven', 'NNS')], ['NP', ('ontvangsten', 'NNS'), ('salderen', 'NNS'), ('ingeval', 'PRP'), ('van:artikel', 'NN')]]",{}
123,123,Hoofdstuk2,Paragraaf3,Artikel2.18,Onderdeela,,,ontvangen terugbetalingen in verband met eerder in hetzelfde jaar gedane uitgaven;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.18&o=a&z=2020-01-01&g=2020-01-01,"[['VP', ('ontvangen', 'VBN')], ['NP', ('terugbetalingen', 'NNS')], ['PP', ('in', 'IN')], ['NP', ('verband', 'NN')], ['PP', ('met', 'IN')], ['ADJP', ('eerder', 'JJR')], ['VP', ('in', 'VB')], ['NP', ('hetzelfde', 'PRP')], ['ADJP', ('jaar', 'JJ')], ['VP', ('gedane', 'VBN')], ['NP', ('uitgaven', 'NNS')]]","{'ontvangen': 'ontvangen', 'innen': 'in', 'gedaneen': 'gedane'}"
124,124,Hoofdstuk2,Paragraaf3,Artikel2.18,Onderdeelb,,,terugbetalingen op eerder verkregen ontvangsten;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.18&o=b&z=2020-01-01&g=2020-01-01,"[['NP', ('terugbetalingen', 'NNS')], ['PP', ('op', 'IN')], ['ADJP', ('eerder', 'JJR')], ['VP', ('verkregen', 'VBN')], ['NP', ('ontvangsten', 'NNS')]]",{'verkrijgen': 'verkregen'}
125,125,Hoofdstuk2,Paragraaf3,Artikel2.18,Onderdeelc,,,onderlinge betalingen voor personeel en materieel tussen verschillende begrotingsstaten;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.18&o=c&z=2020-01-01&g=2020-01-01,"[['NP', ('onderlinge', 'JJ'), ('betalingen', 'NNS')], ['PP', ('voor', 'IN')], ['NP', ('personeel', 'NN'), ('en', 'CC'), ('materieel', 'NN')], ['PP', ('tussen', 'IN')], ['NP', ('verschillende', 'PRP'), ('begrotingsstaten', 'NNS')]]",{}
126,126,Hoofdstuk2,Paragraaf3,Artikel2.18,Onderdeeld,,,onderlinge betalingen binnen dezelfde begrotingsstaat;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.18&o=d&z=2020-01-01&g=2020-01-01,"[['NP', ('onderlinge', 'JJ'), ('betalingen', 'NNS')], ['ADVP', ('binnen', 'RB')], ['NP', ('dezelfde', 'PRP'), ('begrotingsstaat', 'NN')]]",{}
127,127,Hoofdstuk2,Paragraaf3,Artikel2.18,Onderdeele,,,uitgaven in de vorm van ontvangstenderving die op een wettelijke regeling zijn gebaseerd;,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.18&o=e&z=2020-01-01&g=2020-01-01,"[['NP', ('uitgaven', 'NNS')], ['PP', ('in', 'IN')], ['NP', ('de', 'DT'), ('vorm', 'NN')], ['PP', ('van', 'IN')], ['NP', ('ontvangstenderving', 'NN'), ('die', 'PRP')], ['PP', ('op', 'IN')], ['NP', ('een', 'DT'), ('wettelijke', 'JJ'), ('regeling', 'NN'), ('zijn', 'PRP')], ['VP', ('gebaseerd', 'VBN')]]",{'baseren': 'gebaseerd'}
128,128,Hoofdstuk2,Paragraaf3,Artikel2.18,Onderdeelf,,,ontvangsten uit een geldlening die is aangegaan ter conversie van een uitstaande schuld.,01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.18&o=f&z=2020-01-01&g=2020-01-01,"[['NP', ('ontvangsten', 'NNS')], ['PP', ('uit', 'IN')], ['NP', ('een', 'DT'), ('geldlening', 'NN'), ('die', 'PRP')], ['VP', ('is', 'MD'), ('aangegaan', 'VBN')], ['PP', ('ter', 'IN')], ['NP', ('conversie', 'NN')], ['PP', ('van', 'IN')], ['NP', ('een', 'DT'), ('uitstaande', 'JJ'), ('schuld', 'NN')]]",{'aangaan': 'aangegaan'}
129,129,Hoofdstuk2,Paragraaf3,Artikel2.19,,,,"In afwijking van , worden het begrotingsbeheer en het financieel beheer van de begroting van Nationale Schuld gevoerd met toepassing van het kasstelsel, met uitzondering van de rente-uitgaven en de rente-ontvangsten die gebaseerd worden op het transactiestelsel.artikel 2.13, eerste lid",01-01-2018,jci1.3:c:BWBR0039429&hoofdstuk=2&paragraaf=3&artikel=2.19&z=2020-01-01&g=2020-01-01,"[['PP', ('In', 'IN')], ['NP', ('afwijking', 'NN')], ['VP', ('worden', 'MD')], ['NP', ('het', 'DT'), ('begrotingsbeheer', 'NN')], ['NP', ('het', 'PRP')], ['NP', ('financieel', 'JJ'), ('beheer', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('begroting', 'NN')], ['PP', ('van', 'IN')], ['NP', ('Nationale', 'NNP'), ('Schuld', 'NNP')], ['VP', ('gevoerd', 'VBN')], ['PP', ('met', 'IN')], ['NP', ('toepassing', 'NN')], ['PP', ('van', 'IN')], ['NP', ('het', 'DT'), ('kasstelsel', 'NN')], ['PP', ('met', 'IN')], ['NP', ('uitzondering', 'NN')], ['PP', ('van', 'IN')], ['NP', ('de', 'DT'), ('rente-uitgaven', 'NNS')], ['NP', ('de', 'DT'), ('rente-ontvangsten', 'NNS'), ('die', 'PRP')], ['VP', ('gebaseerd', 'VBN')], ['VP', ('worden', 'MD')], ['PP', ('op', 'IN')], ['NP', ('het', 'DT'), ('transactiestelsel.artikel', 'NNP')], ['NP', ('eerste', 'CD'), ('lid', 'NN')]]","{'voeren': 'gevoerd', 'baseren': 'gebaseerd'}"
